,21C2,221E,2240,225D,2266,2289,2329,2396
2023-05-01 05:07:00,45.0,56.0,54.0,56.0,46.0,53.5,46.0,51.3
2023-05-01 05:08:00,45.0,55.0,54.0,56.0,46.0,49.5,46.0,51.5
2023-05-01 05:09:00,45.0,54.0,55.0,54.0,46.0,51.5,46.0,50.0
2023-05-01 05:10:00,45.0,54.0,55.0,57.0,46.0,50.0,46.0,50.5
2023-05-01 05:11:00,45.0,56.0,53.0,60.0,48.0,51.0,46.0,52.5
2023-05-01 05:12:00,45.0,51.0,57.0,51.0,48.0,50.5,46.0,53.5
2023-05-01 05:13:00,45.0,54.0,58.0,57.0,48.0,48.0,46.0,51.5
2023-05-01 05:14:00,45.0,54.5,55.0,56.0,46.0,46.0,46.0,52.5
2023-05-01 05:15:00,45.0,54.5,53.0,59.0,47.0,47.0,46.0,54.0
2023-05-01 05:16:00,45.0,53.5,51.0,55.0,48.0,50.0,46.0,52.0
2023-05-01 05:17:00,45.0,56.0,47.0,56.0,46.0,50.0,46.0,54.0
2023-05-01 05:18:00,45.0,52.5,55.0,57.0,46.0,47.0,46.0,52.5
2023-05-01 05:19:00,45.0,54.0,55.0,56.0,46.0,47.0,46.0,51.0
2023-05-01 05:20:00,45.0,53.5,50.0,53.0,46.0,52.0,44.0,53.5
2023-05-01 05:21:00,45.0,52.5,49.0,55.0,46.0,48.0,46.0,49.5
2023-05-01 05:22:00,45.0,56.5,49.0,54.5,46.0,50.0,45.0,51.0
2023-05-01 05:23:00,45.0,54.0,53.0,56.0,46.0,46.0,45.0,51.0
2023-05-01 05:24:00,45.0,54.0,50.0,55.0,46.0,49.0,44.0,52.0
2023-05-01 05:25:00,45.0,61.0,49.0,56.5,49.0,49.0,48.0,52.0
2023-05-01 05:26:00,45.0,52.0,47.0,54.0,49.0,49.0,45.0,54.0
2023-05-01 05:27:00,45.0,51.0,47.0,55.0,49.0,49.0,46.0,51.0
2023-05-01 05:28:00,45.0,49.0,47.0,52.0,49.0,46.0,46.0,56.0
2023-05-01 05:29:00,45.0,50.0,47.0,53.0,49.0,46.0,45.0,52.0
2023-05-01 05:30:00,45.0,52.0,47.0,53.0,49.0,46.0,45.0,54.0
2023-05-01 05:31:00,45.0,48.0,47.0,53.0,46.0,46.0,45.0,52.0
2023-05-01 05:32:00,45.0,51.0,47.0,53.0,48.0,47.0,45.0,53.0
2023-05-01 05:33:00,45.0,51.0,47.0,53.0,50.0,47.0,45.0,53.5
2023-05-01 05:34:00,45.0,51.0,47.0,58.0,48.0,46.0,46.0,57.0
2023-05-01 05:35:00,45.0,49.0,47.0,58.0,48.0,47.5,49.0,56.0
2023-05-01 05:36:00,45.0,49.0,47.0,58.0,47.0,46.5,44.0,59.0
2023-05-01 05:37:00,45.0,49.0,47.0,58.0,46.0,46.5,45.0,56.0
2023-05-01 05:38:00,51.0,53.0,47.0,55.0,47.0,47.5,45.0,51.5
2023-05-01 05:39:00,45.0,48.0,47.0,52.0,45.0,47.0,44.5,53.5
2023-05-01 05:40:00,53.0,55.0,47.0,56.0,46.0,46.5,47.0,54.0
2023-05-01 05:41:00,48.0,52.0,47.0,53.0,45.0,46.5,46.0,55.5
2023-05-01 05:42:00,48.0,49.0,47.0,54.0,47.0,49.0,46.0,55.5
2023-05-01 05:43:00,47.0,49.0,47.0,52.0,48.0,47.0,47.0,52.5
2023-05-01 05:44:00,47.0,49.0,47.0,60.0,46.0,50.0,45.0,55.5
2023-05-01 05:45:00,46.0,50.0,47.0,58.0,47.0,50.0,45.0,53.0
2023-05-01 05:46:00,47.0,49.0,47.0,52.0,48.0,50.0,45.0,53.3
2023-05-01 05:47:00,47.0,49.0,47.0,52.0,47.0,50.0,44.0,53.7
2023-05-01 05:48:00,47.0,50.0,47.0,52.0,50.0,50.0,44.0,52.7
2023-05-01 05:49:00,47.0,50.0,47.0,53.0,50.0,50.0,45.0,53.0
2023-05-01 05:50:00,47.0,48.0,47.0,53.0,50.0,50.0,45.0,53.0
2023-05-01 05:51:00,47.0,49.0,47.0,50.0,50.0,50.0,48.0,51.7
2023-05-01 05:52:00,45.0,52.0,47.0,54.0,50.0,50.0,49.0,53.7
2023-05-01 05:53:00,48.0,53.0,47.0,54.0,50.0,50.0,44.0,50.0
2023-05-01 05:54:00,45.0,50.0,47.0,50.0,50.0,48.0,46.0,53.3
2023-05-01 05:55:00,44.0,50.0,47.0,50.0,49.0,48.0,47.0,52.7
2023-05-01 05:56:00,47.0,50.0,47.0,52.0,49.0,48.0,46.0,52.3
2023-05-01 05:57:00,44.0,54.0,47.0,50.0,49.0,48.0,45.0,52.7
2023-05-01 05:58:00,50.0,52.0,47.0,51.0,49.0,48.0,52.0,51.3
2023-05-01 05:59:00,52.0,52.5,53.0,53.0,49.0,48.0,46.0,52.0
2023-05-01 06:00:00,52.0,52.5,50.0,50.0,49.0,48.0,47.5,52.7
2023-05-01 06:01:00,52.0,52.5,53.0,50.0,48.0,48.0,47.0,54.3
2023-05-01 06:02:00,52.0,55.5,60.0,50.0,48.0,48.0,47.0,54.5
2023-05-01 06:03:00,52.0,51.5,48.0,50.0,49.0,46.0,45.0,53.5
2023-05-01 06:04:00,52.0,54.5,54.0,50.0,51.0,46.0,46.0,58.0
2023-05-01 06:05:00,52.0,54.5,53.0,50.0,48.0,46.0,47.5,55.5
2023-05-01 06:06:00,52.0,53.0,54.0,50.0,48.0,46.0,45.5,48.5
2023-05-01 06:07:00,52.0,58.0,49.0,50.0,49.0,46.0,44.5,51.0
2023-05-01 06:08:00,52.0,54.0,51.0,50.0,47.0,46.0,45.5,55.5
2023-05-01 06:09:00,52.0,54.0,48.0,50.0,49.0,46.0,45.0,53.5
2023-05-01 06:10:00,52.0,59.0,51.0,59.0,49.0,46.0,45.0,52.5
2023-05-01 06:11:00,52.0,56.0,49.0,59.0,49.0,50.0,45.0,55.5
2023-05-01 06:12:00,52.0,53.0,50.0,59.0,49.0,46.0,45.0,51.5
2023-05-01 06:13:00,52.0,56.0,51.0,59.0,49.0,50.0,45.0,49.5
2023-05-01 06:14:00,52.0,59.0,50.0,59.0,49.0,47.5,45.0,49.0
2023-05-01 06:15:00,52.0,56.0,50.0,59.0,49.0,46.0,45.0,51.0
2023-05-01 06:16:00,52.0,54.0,52.0,59.0,49.0,47.0,45.0,55.0
2023-05-01 06:17:00,52.0,54.0,53.0,59.0,49.0,50.0,45.0,52.0
2023-05-01 06:18:00,52.0,56.0,55.0,59.0,49.0,51.5,45.0,54.0
2023-05-01 06:19:00,52.0,56.0,59.0,60.0,49.0,49.5,46.0,51.0
2023-05-01 06:20:00,52.0,57.0,53.0,56.0,49.0,50.5,48.5,53.0
2023-05-01 06:21:00,52.0,57.0,55.0,54.0,49.0,48.0,47.5,50.0
2023-05-01 06:22:00,52.0,55.0,50.0,57.0,49.0,50.0,45.5,56.5
2023-05-01 06:23:00,52.0,55.0,57.0,58.0,49.0,47.0,46.5,54.5
2023-05-01 06:24:00,52.0,54.5,54.0,57.0,49.0,47.0,45.0,54.0
2023-05-01 06:25:00,52.0,56.5,52.0,57.0,49.0,46.0,46.0,59.0
2023-05-01 06:26:00,52.0,54.0,56.0,60.0,49.0,46.0,47.5,51.5
2023-05-01 06:27:00,52.0,55.0,54.5,57.0,51.0,53.0,52.0,54.5
2023-05-01 06:28:00,52.0,54.5,52.7,62.0,51.0,57.0,47.0,57.0
2023-05-01 06:29:00,52.0,53.5,52.0,57.0,51.0,50.0,47.0,58.0
2023-05-01 06:30:00,48.0,55.0,53.7,56.5,51.0,50.0,46.0,58.0
2023-05-01 06:31:00,48.0,54.0,53.0,56.0,51.0,50.0,45.0,57.0
2023-05-01 06:32:00,48.0,53.0,53.3,54.0,51.0,69.0,46.0,54.5
2023-05-01 06:33:00,48.0,53.5,58.0,52.5,51.0,55.0,45.0,54.5
2023-05-01 06:34:00,48.0,53.0,54.5,53.0,51.0,47.0,45.0,54.0
2023-05-01 06:35:00,48.0,52.0,53.3,53.0,51.0,47.5,46.0,54.5
2023-05-01 06:36:00,48.0,52.0,53.7,56.5,51.0,46.5,46.0,58.0
2023-05-01 06:37:00,48.0,52.0,57.7,54.0,51.0,47.5,46.0,56.0
2023-05-01 06:38:00,48.0,52.0,56.7,55.0,51.0,49.0,46.0,52.0
2023-05-01 06:39:00,48.0,52.0,57.3,51.0,51.0,46.5,46.0,54.0
2023-05-01 06:40:00,48.0,52.0,54.0,51.0,51.0,45.5,46.0,54.0
2023-05-01 06:41:00,48.0,52.0,51.3,51.0,51.0,47.5,46.0,63.0
2023-05-01 06:42:00,48.0,58.0,55.0,51.0,51.0,48.5,46.0,56.5
2023-05-01 06:43:00,48.0,58.0,51.7,51.0,51.0,50.5,46.0,56.0
2023-05-01 06:44:00,48.0,58.0,56.3,51.0,51.0,45.0,46.0,58.0
2023-05-01 06:45:00,48.0,58.0,55.7,53.0,49.0,45.0,46.0,61.0
2023-05-01 06:46:00,48.0,58.0,56.0,53.0,53.0,45.0,46.0,57.0
2023-05-01 06:47:00,48.0,58.0,53.0,53.0,48.0,45.0,46.0,55.0
2023-05-01 06:48:00,48.0,57.0,52.5,53.0,48.0,45.0,46.0,60.0
2023-05-01 06:49:00,48.0,56.0,56.0,53.0,52.5,45.0,46.0,56.0
2023-05-01 06:50:00,48.0,59.0,50.5,53.0,52.5,45.0,50.0,56.0
2023-05-01 06:51:00,48.0,60.0,52.5,54.0,51.0,45.0,50.0,55.0
2023-05-01 06:52:00,48.0,57.0,52.0,52.0,49.0,45.0,50.0,57.0
2023-05-01 06:53:00,48.0,55.0,57.0,52.0,53.0,45.0,50.0,54.0
2023-05-01 06:54:00,48.0,52.0,56.0,52.0,52.0,45.0,50.0,55.0
2023-05-01 06:55:00,48.0,58.0,54.0,55.0,55.0,45.0,50.0,57.0
2023-05-01 06:56:00,48.0,57.0,51.5,51.0,51.0,45.0,50.0,58.0
2023-05-01 06:57:00,48.0,57.0,49.0,54.0,52.5,45.0,50.0,50.0
2023-05-01 06:58:00,48.0,57.0,54.0,55.0,55.0,45.0,50.0,56.0
2023-05-01 06:59:00,48.0,57.0,49.0,55.5,53.0,45.0,50.0,53.0
2023-05-01 07:00:00,48.0,57.0,54.0,51.0,51.0,48.0,50.0,52.0
2023-05-01 07:01:00,50.0,56.0,53.0,53.5,50.0,48.0,50.0,60.0
2023-05-01 07:02:00,46.0,56.0,54.0,50.0,48.0,48.0,46.0,60.0
2023-05-01 07:03:00,45.0,56.0,56.0,54.0,52.0,48.0,46.0,60.0
2023-05-01 07:04:00,50.0,56.0,57.0,57.0,47.0,48.0,49.0,52.0
2023-05-01 07:05:00,57.0,56.0,50.0,54.0,47.0,48.0,49.0,52.0
2023-05-01 07:06:00,47.0,50.0,51.0,51.5,47.0,48.0,52.0,55.0
2023-05-01 07:07:00,48.0,55.0,57.3,52.5,47.0,48.0,50.0,49.0
2023-05-01 07:08:00,51.0,54.5,56.7,55.0,47.0,48.0,49.0,60.0
2023-05-01 07:09:00,49.5,56.5,54.3,52.0,47.0,48.0,49.0,50.0
2023-05-01 07:10:00,45.0,54.5,52.7,55.0,47.0,48.0,49.0,57.0
2023-05-01 07:11:00,48.5,58.0,55.0,55.0,47.0,48.0,49.0,62.0
2023-05-01 07:12:00,47.5,55.5,54.3,55.0,47.0,48.0,49.0,55.5
2023-05-01 07:13:00,46.0,58.0,57.5,55.0,49.0,48.0,49.0,55.0
2023-05-01 07:14:00,48.0,55.5,54.0,55.0,49.0,48.0,49.0,57.0
2023-05-01 07:15:00,44.0,64.0,55.3,55.0,49.0,61.0,48.0,59.0
2023-05-01 07:16:00,46.0,65.0,55.0,59.0,49.0,53.0,48.0,59.0
2023-05-01 07:17:00,44.0,53.0,53.0,59.0,49.0,61.0,48.0,59.0
2023-05-01 07:18:00,46.0,56.0,56.5,59.0,49.0,49.0,48.0,63.0
2023-05-01 07:19:00,53.0,55.0,56.0,59.0,49.0,55.0,48.0,58.0
2023-05-01 07:20:00,55.0,50.0,51.5,59.0,49.0,60.0,48.0,58.0
2023-05-01 07:21:00,57.0,50.0,52.5,58.0,49.0,50.0,45.0,60.0
2023-05-01 07:22:00,51.5,56.0,59.0,63.0,53.0,53.0,46.0,60.0
2023-05-01 07:23:00,49.5,53.0,57.5,57.0,54.0,62.0,45.0,60.0
2023-05-01 07:24:00,56.0,55.0,54.0,62.0,52.0,62.0,45.0,60.0
2023-05-01 07:25:00,53.0,56.0,53.5,56.0,57.0,62.0,45.0,53.0
2023-05-01 07:26:00,52.0,54.0,55.0,55.0,51.0,62.0,45.0,53.0
2023-05-01 07:27:00,46.3,56.0,55.0,60.0,53.0,62.0,45.0,53.0
2023-05-01 07:28:00,47.0,51.0,57.0,56.0,57.0,48.0,46.0,53.0
2023-05-01 07:29:00,55.0,53.0,57.0,57.0,54.0,48.0,49.0,55.0
2023-05-01 07:30:00,51.0,52.0,48.0,54.0,54.0,48.0,52.0,49.0
2023-05-01 07:31:00,51.0,57.0,50.0,56.0,51.0,48.0,48.0,55.0
2023-05-01 07:32:00,50.0,52.0,55.0,56.0,56.0,47.0,48.0,57.0
2023-05-01 07:33:00,54.0,54.0,55.0,55.0,53.0,49.0,50.0,61.0
2023-05-01 07:34:00,53.0,53.0,58.0,54.0,49.0,52.0,50.0,56.5
2023-05-01 07:35:00,49.0,53.5,58.0,52.0,51.0,48.0,56.0,58.0
2023-05-01 07:36:00,47.0,53.0,58.0,54.0,48.0,48.0,49.0,57.5
2023-05-01 07:37:00,47.0,56.0,58.0,54.0,52.0,48.0,47.0,59.0
2023-05-01 07:38:00,47.0,58.5,58.0,56.0,53.0,46.0,48.0,58.0
2023-05-01 07:39:00,47.0,56.5,58.0,55.0,49.0,52.0,50.0,56.0
2023-05-01 07:40:00,47.0,55.0,54.0,55.0,50.0,50.0,50.0,57.5
2023-05-01 07:41:00,47.0,53.5,54.0,55.0,53.0,48.0,50.0,58.0
2023-05-01 07:42:00,51.0,55.0,54.0,55.0,52.0,49.0,50.0,48.0
2023-05-01 07:43:00,51.0,54.5,54.0,55.0,51.0,48.0,50.0,57.0
2023-05-01 07:44:00,51.0,54.0,54.0,55.0,52.0,50.0,50.0,55.0
2023-05-01 07:45:00,51.0,55.0,54.0,60.0,50.0,47.0,51.0,59.0
2023-05-01 07:46:00,51.0,56.0,58.0,60.0,52.0,46.0,51.0,55.0
2023-05-01 07:47:00,51.0,53.0,58.0,60.0,51.0,48.0,51.0,53.0
2023-05-01 07:48:00,46.0,53.0,57.0,60.0,53.0,46.0,51.0,51.0
2023-05-01 07:49:00,50.0,53.0,56.0,60.0,53.0,46.0,51.0,55.0
2023-05-01 07:50:00,49.0,53.0,57.0,60.0,53.0,47.0,51.0,50.0
2023-05-01 07:51:00,49.5,53.0,54.0,59.5,53.0,53.0,52.0,55.0
2023-05-01 07:52:00,50.0,54.0,53.0,57.5,53.0,47.0,55.0,53.0
2023-05-01 07:53:00,50.0,54.0,58.0,59.5,53.0,48.0,49.0,52.0
2023-05-01 07:54:00,52.5,54.0,56.0,62.0,53.0,46.0,53.0,51.0
2023-05-01 07:55:00,55.0,54.0,56.0,58.0,50.0,47.0,55.0,53.0
2023-05-01 07:56:00,51.5,56.0,56.0,55.5,50.0,47.0,52.0,54.0
2023-05-01 07:57:00,48.5,56.0,52.0,62.0,50.0,47.0,48.5,55.0
2023-05-01 07:58:00,49.0,55.0,52.0,54.5,50.0,48.0,49.5,55.0
2023-05-01 07:59:00,49.5,54.5,56.0,56.0,50.0,47.0,50.5,55.0
2023-05-01 08:00:00,56.0,52.5,54.0,57.0,50.0,47.0,50.5,55.0
2023-05-01 08:01:00,49.0,55.5,55.0,57.0,50.0,47.0,47.0,55.0
2023-05-01 08:02:00,53.5,53.5,54.0,57.0,54.0,48.0,45.0,55.0
2023-05-01 08:03:00,52.0,56.5,54.0,57.0,52.0,48.0,49.0,55.0
2023-05-01 08:04:00,49.5,59.5,58.0,57.0,48.0,52.5,51.0,55.0
2023-05-01 08:05:00,52.0,57.0,56.0,57.0,50.0,53.5,47.0,55.0
2023-05-01 08:06:00,49.0,56.0,57.0,62.0,53.0,56.5,46.0,55.0
2023-05-01 08:07:00,52.5,56.0,63.0,62.0,54.0,50.5,45.0,55.0
2023-05-01 08:08:00,47.5,56.0,61.0,62.0,56.5,50.5,45.0,59.0
2023-05-01 08:09:00,53.5,56.0,60.0,62.0,52.0,51.0,45.0,59.0
2023-05-01 08:10:00,49.7,56.0,61.0,62.0,50.0,47.0,45.0,59.0
2023-05-01 08:11:00,52.0,55.0,56.0,65.0,51.0,47.0,45.0,59.0
2023-05-01 08:12:00,51.0,55.0,56.0,65.0,50.0,47.5,45.0,59.0
2023-05-01 08:13:00,50.7,55.0,57.0,61.0,50.0,48.5,45.0,59.0
2023-05-01 08:14:00,55.0,55.0,60.0,59.0,58.0,48.0,45.0,59.0
2023-05-01 08:15:00,51.0,55.0,61.0,60.0,50.0,47.5,45.0,59.0
2023-05-01 08:16:00,53.7,56.0,63.0,59.0,52.0,54.0,45.0,59.0
2023-05-01 08:17:00,53.0,62.5,60.0,61.0,47.0,47.0,45.0,59.0
2023-05-01 08:18:00,51.0,58.5,55.0,65.0,48.0,49.0,45.0,61.0
2023-05-01 08:19:00,51.3,61.0,55.0,60.0,50.0,48.0,45.0,60.0
2023-05-01 08:20:00,55.5,59.5,66.0,60.0,50.0,48.0,59.0,62.0
2023-05-01 08:21:00,55.7,58.0,60.0,60.0,49.0,48.0,59.0,55.0
2023-05-01 08:22:00,51.3,57.0,61.0,60.0,51.0,47.0,59.0,54.0
2023-05-01 08:23:00,53.7,59.5,59.0,60.0,49.5,48.0,59.0,58.0
2023-05-01 08:24:00,53.0,61.0,55.0,60.0,50.0,48.0,59.0,57.0
2023-05-01 08:25:00,54.0,59.0,55.0,60.0,54.0,48.0,59.0,61.0
2023-05-01 08:26:00,54.0,56.0,56.0,60.0,53.0,48.0,59.0,61.0
2023-05-01 08:27:00,53.7,56.0,56.0,60.0,54.0,48.0,59.0,56.0
2023-05-01 08:28:00,48.7,56.0,53.0,60.0,51.0,48.0,59.0,56.0
2023-05-01 08:29:00,47.0,56.0,54.0,60.0,53.0,48.0,59.0,56.0
2023-05-01 08:30:00,55.0,56.0,56.0,63.0,56.0,47.0,59.0,56.0
2023-05-01 08:31:00,47.5,56.0,62.0,63.0,53.0,47.0,59.0,56.0
2023-05-01 08:32:00,52.5,56.0,62.0,63.0,53.0,47.0,59.0,56.0
2023-05-01 08:33:00,60.0,56.0,61.0,63.0,53.0,47.0,49.0,56.0
2023-05-01 08:34:00,51.0,56.0,58.0,63.0,53.0,47.0,56.0,56.0
2023-05-01 08:35:00,55.5,56.0,59.0,63.0,53.0,47.0,51.0,56.0
2023-05-01 08:36:00,60.0,56.0,57.5,63.0,53.0,47.0,51.0,56.0
2023-05-01 08:37:00,56.0,65.0,59.0,63.0,53.0,48.0,50.0,56.0
2023-05-01 08:38:00,56.5,65.0,51.0,63.0,53.0,56.0,55.0,56.0
2023-05-01 08:39:00,61.0,65.0,63.0,63.0,53.0,51.0,48.0,56.0
2023-05-01 08:40:00,54.5,65.0,54.0,63.0,53.0,48.0,47.0,56.0
2023-05-01 08:41:00,50.5,65.0,62.0,64.0,53.0,52.0,46.0,56.0
2023-05-01 08:42:00,58.0,65.0,59.0,71.0,55.0,53.0,47.0,56.0
2023-05-01 08:43:00,57.5,65.0,60.0,67.0,55.0,53.0,47.0,59.0
2023-05-01 08:44:00,54.0,65.0,53.0,63.0,55.0,53.0,47.0,59.0
2023-05-01 08:45:00,52.5,65.0,57.0,70.0,55.0,53.0,47.0,59.0
2023-05-01 08:46:00,49.5,65.0,59.0,67.0,55.0,53.0,47.0,59.0
2023-05-01 08:47:00,57.0,65.0,59.0,59.0,55.0,53.0,47.0,59.0
2023-05-01 08:48:00,55.0,65.0,60.0,61.0,55.0,46.0,46.0,59.0
2023-05-01 08:49:00,59.0,59.0,58.0,72.0,55.0,46.0,46.0,59.0
2023-05-01 08:50:00,56.0,60.0,57.0,72.0,55.0,46.0,46.0,59.0
2023-05-01 08:51:00,71.0,64.0,53.0,72.0,55.0,46.0,46.0,59.0
2023-05-01 08:52:00,58.0,58.0,59.0,72.0,58.0,46.0,46.0,59.0
2023-05-01 08:53:00,56.0,56.0,62.0,72.0,58.0,47.0,46.0,59.0
2023-05-01 08:54:00,51.0,56.0,63.0,72.0,53.0,46.0,50.0,59.0
2023-05-01 08:55:00,63.0,55.0,63.0,69.0,51.0,48.0,46.0,59.0
2023-05-01 08:56:00,49.0,55.0,58.0,69.0,51.0,47.0,48.0,59.0
2023-05-01 08:57:00,48.0,55.0,58.0,69.0,51.0,47.0,48.0,59.0
2023-05-01 08:58:00,65.0,55.0,62.0,69.0,52.0,50.0,45.0,59.0
2023-05-01 08:59:00,63.0,55.0,61.0,69.0,50.0,48.0,47.0,56.0
2023-05-01 09:00:00,60.0,55.0,63.0,59.0,53.5,47.0,57.0,61.0
2023-05-01 09:01:00,58.0,55.0,55.0,70.0,54.0,47.0,46.5,52.0
2023-05-01 09:02:00,57.0,55.0,61.0,64.0,48.0,47.0,50.0,60.0
2023-05-01 09:03:00,55.0,55.0,59.0,66.5,55.0,47.0,49.0,57.5
2023-05-01 09:04:00,56.0,55.0,57.0,66.0,48.0,47.0,57.0,60.0
2023-05-01 09:05:00,60.0,55.0,61.5,62.5,54.0,47.0,46.0,62.5
2023-05-01 09:06:00,57.0,55.0,58.0,64.0,53.0,47.0,47.0,62.0
2023-05-01 09:07:00,58.0,55.0,63.0,60.5,50.0,47.0,52.0,60.0
2023-05-01 09:08:00,60.0,55.0,58.5,64.0,50.0,47.0,50.0,64.0
2023-05-01 09:09:00,58.0,55.0,64.5,67.5,54.0,47.0,47.0,63.0
2023-05-01 09:10:00,55.0,55.0,62.0,65.0,52.0,47.0,47.0,61.0
2023-05-01 09:11:00,52.0,55.0,62.5,65.5,50.0,47.0,47.0,64.5
2023-05-01 09:12:00,52.0,55.0,69.0,66.0,56.0,47.0,47.0,67.0
2023-05-01 09:13:00,58.0,55.0,59.0,59.5,54.0,47.0,47.0,61.0
2023-05-01 09:14:00,58.0,55.0,57.5,63.5,57.0,47.0,47.0,58.0
2023-05-01 09:15:00,54.0,55.0,63.0,61.5,55.0,48.0,51.0,63.0
2023-05-01 09:16:00,50.0,55.0,57.5,64.0,57.0,48.0,51.0,59.0
2023-05-01 09:17:00,47.0,55.0,61.5,65.0,62.0,54.5,51.0,59.0
2023-05-01 09:18:00,51.0,55.0,60.5,62.7,54.0,51.0,51.0,59.0
2023-05-01 09:19:00,49.0,55.0,57.0,60.7,53.0,47.0,51.0,59.0
2023-05-01 09:20:00,49.0,55.0,59.5,61.5,54.0,53.5,53.0,59.0
2023-05-01 09:21:00,57.0,55.0,59.5,62.0,57.0,57.0,49.0,59.0
2023-05-01 09:22:00,50.0,55.0,59.5,59.0,52.0,56.0,52.5,59.0
2023-05-01 09:23:00,50.0,55.0,61.5,59.0,50.0,48.0,50.0,59.0
2023-05-01 09:24:00,49.0,55.0,60.0,63.0,61.0,50.0,50.5,59.0
2023-05-01 09:25:00,47.0,55.0,60.5,58.0,54.0,47.0,48.0,59.0
2023-05-01 09:26:00,45.0,55.0,60.5,58.0,60.0,52.0,48.5,59.0
2023-05-01 09:27:00,53.0,55.0,64.0,56.0,55.0,53.0,51.5,66.0
2023-05-01 09:28:00,53.0,55.0,62.0,61.0,54.0,48.0,50.5,66.0
2023-05-01 09:29:00,49.0,54.0,60.0,60.0,54.0,48.0,52.0,66.0
2023-05-01 09:30:00,57.0,59.0,61.0,65.0,54.0,48.0,56.0,66.0
2023-05-01 09:31:00,50.0,57.0,59.0,68.7,54.0,46.0,53.0,66.0
2023-05-01 09:32:00,57.0,59.0,63.3,62.7,54.0,50.0,53.0,66.0
2023-05-01 09:33:00,50.0,54.0,64.0,62.3,54.0,47.0,53.0,66.0
2023-05-01 09:34:00,53.0,54.0,64.0,62.0,54.0,47.0,53.0,66.0
2023-05-01 09:35:00,48.0,51.0,66.5,64.3,54.0,47.0,53.0,66.0
2023-05-01 09:36:00,56.0,53.0,62.5,64.0,54.0,47.0,53.0,54.0
2023-05-01 09:37:00,53.0,53.0,58.0,67.3,54.0,47.0,53.0,58.0
2023-05-01 09:38:00,52.0,58.0,67.0,69.5,54.0,47.0,53.0,64.0
2023-05-01 09:39:00,57.0,67.0,73.0,67.5,54.0,47.0,53.0,58.0
2023-05-01 09:40:00,57.0,65.0,62.0,65.0,54.0,47.0,53.0,58.0
2023-05-01 09:41:00,56.0,57.0,71.0,63.0,54.0,47.0,53.0,59.0
2023-05-01 09:42:00,52.0,55.0,62.0,73.5,54.0,47.0,53.0,64.0
2023-05-01 09:43:00,47.0,55.0,60.0,65.5,56.0,47.0,53.0,57.0
2023-05-01 09:44:00,45.0,57.0,57.0,68.0,52.0,47.0,53.0,55.0
2023-05-01 09:45:00,48.0,55.0,56.0,70.5,63.0,47.0,53.0,62.0
2023-05-01 09:46:00,54.0,66.0,60.0,65.0,55.0,47.0,53.0,56.0
2023-05-01 09:47:00,54.0,58.0,64.3,70.5,56.0,47.0,53.0,59.0
2023-05-01 09:48:00,49.0,54.0,61.5,68.5,60.0,47.0,53.0,60.5
2023-05-01 09:49:00,48.0,55.0,59.5,65.0,58.5,47.0,53.0,61.0
2023-05-01 09:50:00,57.0,53.0,63.5,69.5,58.5,47.0,53.0,57.0
2023-05-01 09:51:00,52.0,59.0,61.0,64.0,58.5,47.0,53.0,61.0
2023-05-01 09:52:00,50.0,56.0,63.5,66.0,63.0,47.0,53.0,60.5
2023-05-01 09:53:00,50.0,58.0,63.0,65.5,63.0,47.0,53.0,59.0
2023-05-01 09:54:00,50.0,56.0,61.5,69.0,66.0,47.0,53.0,62.0
2023-05-01 09:55:00,54.0,54.5,63.0,66.0,63.5,47.0,53.0,56.5
2023-05-01 09:56:00,45.0,58.0,63.0,68.0,59.5,47.0,53.0,56.0
2023-05-01 09:57:00,51.0,58.5,63.0,64.7,54.0,47.0,53.0,58.5
2023-05-01 09:58:00,55.0,58.5,55.0,63.7,57.5,47.0,53.0,60.0
2023-05-01 09:59:00,51.5,60.5,62.0,59.0,56.5,47.0,53.0,59.0
2023-05-01 10:00:00,49.0,61.5,65.0,62.5,56.0,47.0,53.0,62.0
2023-05-01 10:01:00,50.0,58.5,62.0,62.5,58.0,47.0,53.0,62.0
2023-05-01 10:02:00,50.0,59.5,61.0,61.0,63.0,47.0,48.0,57.0
2023-05-01 10:03:00,51.0,60.0,61.0,61.0,59.0,47.0,48.0,61.0
2023-05-01 10:04:00,50.0,59.5,67.0,55.0,54.0,47.0,48.0,65.0
2023-05-01 10:05:00,52.0,58.5,57.0,60.0,53.0,47.0,48.0,54.0
2023-05-01 10:06:00,59.0,58.5,67.0,61.0,63.0,47.0,48.0,58.0
2023-05-01 10:07:00,55.0,58.0,67.0,57.0,56.0,47.0,48.0,63.0
2023-05-01 10:08:00,52.0,56.0,68.0,57.0,63.0,47.0,48.0,58.5
2023-05-01 10:09:00,54.0,55.5,66.0,57.0,58.0,47.0,48.0,55.0
2023-05-01 10:10:00,52.0,62.5,62.0,72.0,56.0,47.0,48.0,59.0
2023-05-01 10:11:00,51.0,64.0,66.0,72.0,55.0,47.0,48.0,62.5
2023-05-01 10:12:00,49.0,62.5,70.0,65.0,53.0,47.0,48.0,61.0
2023-05-01 10:13:00,53.0,57.0,65.0,61.0,53.0,47.0,48.0,63.5
2023-05-01 10:14:00,48.0,55.5,67.0,60.0,55.0,47.0,48.0,57.5
2023-05-01 10:15:00,54.0,56.0,71.0,70.0,57.0,47.0,48.0,62.0
2023-05-01 10:16:00,53.0,57.0,64.0,65.0,49.0,47.0,48.0,61.0
