edges,edges,name,ddB,edB,ndB
"(73763147, 324308008, 0)","(73763147, 324308008, 0)",,56.074700854700865,53.26217948717949,50.3213141025641
"(4480845850, 5091315876, 0)","(4480845850, 5091315876, 0)",,54.16444444444444,50.6673717948718,47.78041666666667
"(1461335903, 10836749760, 0)","(1461335903, 10836749760, 0)",,62.69998931623932,59.50594551282052,54.839783653846155
"(420840495, 301662211, 0)","(420840495, 301662211, 0)",,54.589209401709404,52.322628205128204,48.8607532051282
"(312958784, 59871425, 0)","(312958784, 59871425, 0)",Suur-Ameerika,56.85224358974359,56.28865384615384,50.267836538461545
"(278373226, 278373231, 0)","(278373226, 278373231, 0)",,55.931404914529914,54.20405448717948,51.269230769230774
"(11785709, 10580976, 0)","(11785709, 10580976, 0)",,60.25448717948718,57.06983974358974,53.20913461538461
"(618421673, 401316645, 0)","(618421673, 401316645, 0)",,55.75772435897436,52.73963141025641,51.70247596153847
"(11785970, 618421780, 0)","(11785970, 618421780, 0)",,59.39678418803419,57.043557692307694,52.89692307692309
"(12484724, 325632548, 0)","(12484724, 325632548, 0)",,56.74673076923076,53.43192307692308,49.11040064102564
"(906669595, 1860664914, 0)","(906669595, 1860664914, 0)",,59.8335576923077,57.222307692307695,51.06690705128205
"(1052707073, 27503570, 0)","(1052707073, 27503570, 0)",,63.6714423076923,59.724294871794875,54.68290064102564
"(618421658, 5091315876, 0)","(618421658, 5091315876, 0)",,55.412804487179486,52.29375,48.415512820512824
"(312961319, 312961340, 0)","(312961319, 312961340, 0)",,54.12654914529915,51.9226923076923,48.860512820512824
"(11793498, 27503585, 0)","(11793498, 27503585, 0)",,60.30207264957264,57.646217948717954,54.92102564102564
"(73763147, 325632617, 0)","(73763147, 325632617, 0)",,59.934561965811966,57.26881410256411,53.47030448717949
"(613033188, 612602609, 0)","(613033188, 612602609, 0)",,60.06810897435897,55.125801282051285,50.84666666666666
"(361092097, 11784725, 0)","(361092097, 11784725, 0)",,58.59458333333334,55.787147435897445,50.31767628205128
"(10580813, 5911959014, 0)","(10580813, 5911959014, 0)",,57.78283119658119,54.71625,50.89554487179486
"(325632569, 256578891, 0)","(325632569, 256578891, 0)",,57.14491452991453,53.16060897435898,49.727419871794865
"(639249901, 11793498, 0)","(639249901, 11793498, 0)",,55.91380341880341,53.712660256410246,50.13722756410256
"(61913212, 11782402, 0)","(61913212, 11782402, 0)",,57.358931623931625,54.08596153846154,49.9399358974359
"(614470083, 639309412, 0)","(614470083, 639309412, 0)",Turba,58.127574786324786,54.784551282051275,50.30907051282051
"(5923205680, 5923205676, 0)","(5923205680, 5923205676, 0)",,58.88122329059829,53.555801282051284,50.33947115384616
"(30973330, 30973287, 0)","(30973330, 30973287, 0)",Juhan Smuuli sild,60.97573717948717,57.7238141025641,52.681041666666665
"(4374425699, 6900143901, 0)","(4374425699, 6900143901, 0)",,52.608237179487176,49.691923076923075,48.033076923076926
"(5923205676, 5923205663, 0)","(5923205676, 5923205663, 0)",,59.99945512820513,60.062051282051286,54.24277243589744
"(645325471, 11794397, 0)","(645325471, 11794397, 0)",,63.47497863247864,60.19442307692308,52.88729166666667
"(919685924, 11795330, 0)","(919685924, 11795330, 0)",,62.17047008547009,56.67810897435898,53.3758173076923
"(614448359, 12294459, 0)","(614448359, 12294459, 0)",,62.70261752136752,59.55673076923077,53.047035256410254
"(11784954, 11794243, 0)","(11784954, 11794243, 0)",Pallasti,61.298514957264956,58.47233974358975,52.66501602564103
"(325632548, 325632532, 0)","(325632548, 325632532, 0)",,58.22095085470085,53.76317307692307,51.44211538461539
"(1461744800, 1129467483, 0)","(1461744800, 1129467483, 0)",,64.18461538461538,60.678333333333335,55.833477564102566
"(11784725, 1584678411, 0)","(11784725, 1584678411, 0)",,59.87456196581197,55.25580128205127,50.86577457264957
"(8463821016, 8463876437, 0)","(8463821016, 8463876437, 0)",,61.9359188034188,58.87278846153846,55.00338141025641
"(11794771, 11794745, 0)","(11794771, 11794745, 0)",,61.22981837606837,58.16435897435897,51.7225
"(919685959, 11795348, 0)","(919685959, 11795348, 0)",,55.53817307692308,52.51198717948718,50.07620192307692
"(75704748, 391272087, 0)","(75704748, 391272087, 0)",,58.45237179487179,56.69589743589744,51.40221153846154
"(767464078, 767464080, 0)","(767464078, 767464080, 0)",,59.68672008547008,56.5651282051282,50.70084935897436
"(31288169, 60294554, 0)","(31288169, 60294554, 0)",,54.92686965811966,53.61330128205128,49.56814102564102
"(905936526, 10580998, 0)","(905936526, 10580998, 0)",Lastekodu,58.458600427350426,55.94814102564103,51.31027243589744
"(311933494, 2359050320, 0)","(311933494, 2359050320, 0)",,62.78954059829059,59.31830128205129,54.418814102564106
"(10581136, 1054299161, 0)","(10581136, 1054299161, 0)",,60.58828525641026,57.11557692307692,53.823878205128196
"(919096990, 312958763, 0)","(919096990, 312958763, 0)",,60.308514957264954,58.01759615384616,53.65767628205128
"(988816996, 5933312949, 0)","(988816996, 5933312949, 0)",Eduard Viiralti,55.52560897435897,54.2576282051282,50.2961217948718
"(325632569, 12484724, 0)","(325632569, 12484724, 0)",,56.42560897435898,53.46129807692307,48.81288461538462
"(3828386179, 73755481, 0)","(3828386179, 73755481, 0)",,57.92362179487179,54.72208333333334,50.91294871794872
"(385949451, 385948673, 0)","(385949451, 385948673, 0)",,58.21970085470085,55.90724358974358,51.483910256410255
"(82509702, 991175021, 0)","(82509702, 991175021, 0)",,58.969337606837605,54.87769230769231,51.05910256410256
"(613216161, 12294341, 0)","(613216161, 12294341, 0)",,63.85992521367522,60.04169871794872,52.41248397435898
"(12294459, 614383518, 0)","(12294459, 614383518, 0)",,64.60074786324786,60.984358974358976,53.902259615384615
"(31288160, 621327067, 0)","(31288160, 621327067, 0)",,60.38330128205128,56.99875,52.918124999999996
"(31288170, 421670164, 0)","(31288170, 421670164, 0)",,58.514540598290594,57.00570512820512,51.94163461538462
"(293897381, 319171797, 0)","(293897381, 319171797, 0)",,56.81521367521368,53.48291666666667,48.04953525641025
"(919096962, 919096965, 0)","(919096962, 919096965, 0)",,57.655448717948715,53.760000000000005,49.67666666666667
"(361106748, 361101402, 0)","(361106748, 361101402, 0)",Mäekalda,60.574594017094014,56.53903846153846,51.49764423076923
"(7755632833, 5913558200, 0)","(7755632833, 5913558200, 0)",,59.367008547008545,57.39448717948718,52.18431089743589
"(1054298995, 31923147, 0)","(1054298995, 31923147, 0)",,62.96509615384616,59.17608974358974,54.45815705128206
"(31225231, 7100254198, 0)","(31225231, 7100254198, 0)",,54.30997863247863,51.91865384615385,48.20857371794872
"(311937554, 311937555, 0)","(311937554, 311937555, 0)",,62.50690170940171,58.656282051282055,53.27806089743589
"(31288169, 632445107, 0)","(31288169, 632445107, 0)",,61.06666666666667,57.72368589743591,53.90241987179487
"(12294409, 12294346, 0)","(12294409, 12294346, 0)",,65.58394230769231,62.37291666666667,55.02764423076923
"(11794343, 2240791341, 0)","(11794343, 2240791341, 0)",Paekaare,63.68189102564103,60.111955128205125,54.5170032051282
"(684209704, 10819551589, 0)","(684209704, 10819551589, 0)",,55.86099358974359,52.82522435897436,48.39697115384615
"(676794872, 81290977, 0)","(676794872, 81290977, 0)",,63.661677350427354,60.789006410256405,53.815320512820506
"(81290977, 320223085, 0)","(81290977, 320223085, 0)",,58.54541666666666,54.70249999999999,50.850352564102565
"(10580837, 618421673, 0)","(10580837, 618421673, 0)",,60.82377136752137,55.85618589743589,51.5650641025641
"(345532463, 81338519, 0)","(345532463, 81338519, 0)",,58.26027777777777,55.44259615384616,50.40748397435897
"(2698385247, 618887352, 0)","(2698385247, 618887352, 0)",,59.0509829059829,56.399294871794865,51.21483974358974
"(621283009, 6873490571, 0)","(621283009, 6873490571, 0)",,59.63547008547008,56.15897435897436,51.93982371794872
"(6622573350, 1409419693, 0)","(6622573350, 1409419693, 0)",,56.63556623931624,53.80842948717948,49.048605769230775
"(1842830408, 11784199, 0)","(1842830408, 11784199, 0)",Raua,58.86757478632479,55.63054487179487,50.83277243589744
"(81290946, 996182429, 0)","(81290946, 996182429, 0)",,56.53352564102565,53.77673076923077,49.86532051282052
"(10581122, 1462085799, 0)","(10581122, 1462085799, 0)",,62.29220085470085,59.811282051282056,52.94014423076923
"(82515911, 3741676059, 0)","(82515911, 3741676059, 0)",,58.634145299145295,55.756987179487176,51.10690705128205
"(31225243, 10581142, 0)","(31225243, 10581142, 0)",,59.12918803418803,56.647532051282056,51.9319391025641
"(11794380, 11794749, 0)","(11794380, 11794749, 0)",,64.85642094017095,60.47368589743591,55.52349358974359
"(319171787, 319171784, 0)","(319171787, 319171784, 0)",,57.5522329059829,54.80782051282051,49.90360576923077
"(608620792, 918295514, 0)","(608620792, 918295514, 0)",Sõle,60.960085470085474,57.967532051282056,52.733926282051286
"(11784751, 11784754, 0)","(11784751, 11784754, 0)",,57.958344017094014,55.55375,51.81427884615384
"(11794772, 11794788, 0)","(11794772, 11794788, 0)",,67.19694444444444,63.59403846153846,55.308557692307694
"(11790506, 604126795, 0)","(11790506, 604126795, 0)",,55.111976495726495,52.56458333333333,49.2330608974359
"(320247145, 1168153099, 0)","(320247145, 1168153099, 0)",,53.453130341880346,49.792019230769235,47.42796474358974
"(11794319, 2240521907, 0)","(11794319, 2240521907, 0)",,65.6655982905983,60.840352564102574,54.8463141025641
"(21094402, 7216592114, 0)","(21094402, 7216592114, 0)",,56.11100427350427,53.637564102564106,50.35371794871794
"(11794319, 11794409, 0)","(11794319, 11794409, 0)",Võidujooksu,61.611591880341884,57.77394230769231,52.8751923076923
"(12484724, 10873858654, 0)","(12484724, 10873858654, 0)",,58.4869017094017,55.0413141025641,51.00301282051282
"(11794793, 11794784, 0)","(11794793, 11794784, 0)",,64.93215811965813,61.922916666666666,55.41810897435897
"(10581177, 2788986847, 0)","(10581177, 2788986847, 0)",Viru,61.3580876068376,59.48089743589745,54.25003205128204
"(11794796, 613216161, 0)","(11794796, 613216161, 0)",,64.64972222222221,61.75439102564103,54.58916666666667
"(12294341, 12294433, 0)","(12294341, 12294433, 0)",,64.39528846153846,61.16083333333333,53.49945512820513
"(31288163, 311937548, 0)","(31288163, 311937548, 0)",,61.6252670940171,59.53733974358974,55.41875
"(1432105290, 278202942, 0)","(1432105290, 278202942, 0)",,60.869284188034186,58.47217948717949,53.47866987179488
"(4805460706, 2614129220, 0)","(4805460706, 2614129220, 0)",,59.86479700854701,56.68269230769231,52.527131410256416
"(12484661, 6900143901, 0)","(12484661, 6900143901, 0)",,58.28661324786326,54.36477564102565,50.04711538461538
"(10873858654, 256578872, 0)","(10873858654, 256578872, 0)",,59.775630341880344,56.36397435897436,51.751394230769236
"(312969623, 5911959003, 0)","(312969623, 5911959003, 0)",,62.64626068376069,59.6050641025641,55.214487179487186
"(311933492, 5525116900, 0)","(311933492, 5525116900, 0)",,57.95629273504272,55.237243589743585,55.19116987179488
